r Qm L_r M_r T P rho kap eps clim rcf dlPdlT
-6976140013.8703651 3.9821797644337553 -8.6678541497501699e+51 -5.9315555514587398e+33 316817405.1222595 1.9738942917656642e+20 3910.7950088392913 0.35107238778646088 6.6380258891041741e+17 " " c 2.1778971071130786
-6962380368.872591 3.9656647638272648 -8.6459690077248135e+51 -5.8987072152524303e+33 317139726.0851596 1.9782705297004973e+20 3914.4091789519939 0.35106944824328207 6.6869624692359462e+17 " " c 2.1773004431317791
-6948620723.8748169 3.9491997500719611 -8.6239895145444283e+51 -5.8659583028931307e+33 317461529.46724802 1.9826437700327368e+20 3918.0122099849982 0.35106652323452103 6.7361005814647155e+17 " " c 2.1767040467292937
-6934861078.8770428 3.9327847609745294 -8.6019160389287231e+51 -5.8333088895783396e+33 317782814.08927834 1.987013971340693e+20 3921.6041026912417 0.35106361268141428 6.7854397492334106e+17 " " c 2.1761079226181068
-6921101433.8792686 3.916419833427486 -8.5797489570474767e+51 -5.8007590486872701e+33 318103578.77428561 1.9913810922506656e+20 3925.1848580031306 0.35106071650574011 6.8349794850493696e+17 " " c 2.1755120755176609
-6907341788.8814945 3.9001050034106894 -8.5574886525118543e+51 -5.768308851783862e+33 318423822.34757817 1.995745091437413e+20 3928.754477031845 0.35105783462981449 6.8847192904817395e+17 " " c 2.1749165101537469
-6893582143.8837204 3.883840305992869 -8.5351355163648867e+51 -5.7359583686198166e+33 318743543.63672936 2.0001059276246142e+20 3932.3129610666488 0.35105496697648708 6.9346586561597504e+17 " " c 2.174321231259384
-6879822498.8859463 3.86762577533317 -8.5126899470711124e+51 -5.7037076671376756e+33 319062741.47156894 2.0044635595853251e+20 3935.860311574198 0.35105211346913712 6.9847970617717325e+17 " " c 2.1737262435732383
-6866062853.8881721 3.85146144468272 -8.4901523505053765e+51 -5.6715568134739302e+33 319381414.68417448 2.008817946142428e+20 3939.3965301978319 0.35104927403166947 7.0351339760645043e+17 " " c 2.1731315518423817
-6852303208.890398 3.835347346386206 -8.4675231399407903e+51 -5.6395058719621643e+33 319699562.10886228 2.0131690461690754e+20 3942.9216187568732 0.35104644858851075 7.0856688568439283e+17 " " c 2.1725371608177775
-6838543563.8926239 3.8192835118834729 -8.4448027360358595e+51 -5.6075549051362279e+33 320017182.58217865 2.0175168185891268e+20 3946.435579245911 0.3510436370646054 7.136401150975831e+17 " " c 2.1719430752594642
-6824783918.8948498 3.8032699717111371 -8.4219915668207646e+51 -5.5757039737334521e+33 320334274.94289041 2.0218612223775798e+20 3949.9384138340829 0.3510408393854117 7.1873302943875648e+17 " " c 2.1713492999315585
-6811024273.8970757 3.7873067555042179 -8.3990900676828091e+51 -5.5439531366978897e+33 320650838.03197563 2.0262022165609936e+20 3953.4301248643546 0.35103805547689809 7.2384557120707034e+17 " " c 2.1707558396071995
-6797264628.8993015 3.7713938919977812 -8.3760986813510348e+51 -5.512302451183587e+33 320966870.69261384 2.0305397602179075e+20 3956.910714852796 0.3510352852655394 7.2897768180837491e+17 " " c 2.1701626990637495
-6783504983.9015274 3.755531409028606 -8.3530178578799932e+51 -5.4807519725578975e+33 321282371.77017647 2.0348738124792522e+20 3960.3801864878392 0.35103252867831286 7.3412930155561306e+17 " " c 2.1695698830859436
-6769745338.9037533 3.7397193335368626 -8.329848054632686e+51 -5.4493017544048197e+33 321597340.11221671 2.0392043325287544e+20 3963.8385426295499 0.35102978564269455 7.393003696692585e+17 " " c 2.1689773964651464
-6755985693.9059792 3.7239576915678057 -8.3065897362626756e+51 -5.4179518485283657e+33 321911774.56845933 2.0435312796033348e+20 3967.2857863088811 0.35102705608665574 7.4449082427781645e+17 " " c 2.1683852439983018
-6742226048.908205 3.7082465082734881 -8.2832433746953571e+51 -5.3867023049559683e+33 322225673.99079043 2.0478546129935001e+20 3970.721920726925 0.351024339938659 7.4970060241841523e+17 " " c 2.1677934304891195
-6728466403.9104309 3.6925858079144867 -8.2598094491084014e+51 -5.3555531719419141e+33 322539037.2332468 2.0521742920437275e+20 3974.1469492541632 0.35102163712765483 7.5492964003744243e+17 " " c 2.1672019607474287
-6714706758.9126568 3.6769756138616443 -8.2362884459113705e+51 -5.3245044959708107e+33 322851863.1520052 2.0564902761528436e+20 3977.5608754297068 0.35101894758307783 7.6017787199125414e+17 " " c 2.1666108395901205
-6700947113.9148827 3.6614159485978277 -8.212680858724504e+51 -5.2935563217610799e+33 323164150.60537136 2.0608025247743954e+20 3980.9637029605351 0.35101627123484341 7.654452320469737e+17 " " c 2.1660200718386546
-6687187468.9171085 3.6459068337197027 -8.1889871883566766e+51 -5.262708692268489e+33 323475898.45376891 2.0651109974170154e+20 3984.3554357207304 0.35101360801334397 7.707316528833033e+17 " " c 2.1654296623228197
-6673427823.9193344 3.6304482899395185 -8.1652079427825354e+51 -5.231961648689703e+33 323787105.55972791 2.0694156536447795e+20 3987.7360777507051 0.35101095784944547 7.760370660914665e+17 " " c 2.1648396158771179
-6659668178.9215603 3.6150403370869153 -8.1413436371188108e+51 -5.2013152304658749e+33 324097770.78787339 2.0737164530775582e+20 3991.1056332564235 0.35100832067448406 7.8136140217615104e+17 " " c 2.1642499373426856
-6645908533.9237862 3.59968299411074 -8.1173947935998085e+51 -5.1707694752862618e+33 324407893.00491357 2.0780133553913607e+20 3994.4641066086233 0.35100569642026264 7.867045905565888e+17 " " c 2.163660631566644
-6632148888.926012 3.58437627908088 -8.0933619415520863e+51 -5.1403244190918709e+33 324717471.07962793 2.0823063203186724e+20 3997.8115023420264 0.35100308501904726 7.9206655956762714e+17 " " c 2.1630717034023896
-6618389243.9282379 3.5691202091901122 -8.0692456173683085e+51 -5.1099800960791334e+33 325026503.882855 2.0865953076487858e+20 4001.1478251545518 0.35100048640356396 7.9744723646091814e+17 " " c 2.162483157709596
-6604629598.9304638 3.5539148007559631 -8.0450463644802912e+51 -5.0797365387036106e+33 325334990.28747994 2.0908802772281229e+20 4004.473079906516 0.35099790050699531 8.0284654740613274e+17 " " c 2.1618949993538643
-6590869953.9326897 3.5387600692225862 -8.020764733331238e+51 -5.0495937776837245e+33 325642929.16842198 2.0951611889605529e+20 4007.7872716198376 0.35099532726297705 8.0826441749229197e+17 " " c 2.1613072332064407
-6577110308.9349155 3.5236560291626544 -7.9964012813471624e+51 -5.0195518420045201e+33 325950319.40262175 2.0994380028077005e+20 4011.09040547723 0.35099276660559486 8.1370077072908506e+17 " " c 2.1607198641455456
-6563350663.9371414 3.5086026942792623 -7.9719565729075072e+51 -4.9896107589214528e+33 326257159.86902803 2.1037106787892488e+20 4014.3824868213887 0.35099021846938122 8.1915553004833472e+17 " " c 2.1601328970545643
-6549591018.9393673 3.4936000774078466 -7.9474311793149623e+51 -4.9597705539642069e+33 326563449.44858462 2.1079791769832338e+20 4017.6635211541848 0.35098768278931186 8.2462861730544e+17 " " c 2.1595463368231966
-6535831373.9415932 3.4786481905181184 -7.9228256787644825e+51 -4.9300312509405377e+33 326869187.02421695 2.1122434575263334e+20 4020.9335141358415 0.35098515950080283 8.3011995328096832e+17 " " c 2.1589601883474852
-6522071728.943819 3.4637470447160097 -7.8981406563115045e+51 -4.9003928719401439e+33 327174371.48081827 2.1165034806141472e+20 4024.1924715841114 0.35098264853970729 8.3562945768223066e+17 " " c 2.158374456528978
-6508312083.9460449 3.4488966502456333 -7.8733767038393773e+51 -4.8708554373385648e+33 327479001.70523578 2.1207592065014697e+20 4027.4403994734503 0.35098014984231218 8.4115704914496422e+17 " " c 2.1577891462744545
-6494552438.9482708 3.434097016491255 -7.8485344200259951e+51 -4.8414189658011065e+33 327783076.58625662 2.1250105955025571e+20 4030.6773039341833 0.35097766334533537 8.4670264523506496e+17 " " c 2.1572042624988881
-6480792793.9504967 3.4193481519792814 -7.8236144103096502e+51 -4.8120834742867913e+33 328086595.0145933 2.1292576079913864e+20 4033.9031912516739 0.35097518898592234 8.5226616245037619e+17 " " c 2.1566198101198815
-6467033148.9527225 3.4046500643802591 -7.7986172868540976e+51 -4.7828489780523355e+33 328389555.88286936 2.1335002044019055e+20 4037.1180678654741 0.35097272670164331 8.5784751622254272e+17 " " c 2.1560357940644819
-6453273503.9549484 3.3900027605108862 -7.7735436685128458e+51 -4.7537154906561531e+33 328691958.08560425 2.1377383452282782e+20 4040.3219403684861 0.35097027643048989 8.6344662091890355e+17 " " c 2.1554522192623362
-6439513858.9571743 3.3754062463360399 -7.7483941807926637e+51 -4.7246830239623835e+33 328993800.5191986 2.1419719910251204e+20 4043.5148155061111 0.35096783811087257 8.6906338984449626e+17 " " c 2.1548690906514065
-6425754213.9594002 3.3608605269708116 -7.7231694558163244e+51 -4.6957515881449449e+33 329295082.08191866 2.1462011024077292e+20 4046.6967001753933 0.35096541168161721 8.7469773524404147e+17 " " c 2.1542864131735366
-6411994568.9616261 3.3463656066825607 -7.6978701322845736e+51 -4.6669211916916137e+33 329595801.67388093 2.1504256400523038e+20 4049.8676014241619 0.35096299708196244 8.8034956830406426e+17 " " c 2.1537041917778601
-6398234923.9638519 3.3319214888929758 -7.6724968554373383e+51 -4.6381918414081289e+33 329895958.19703627 2.1546455646961595e+20 4053.027526450172 0.35096059425155662 8.8601879915500518e+17 " " c 2.1531224314185082
-6384475278.9660778 3.3175281761801494 -7.6470502770141753e+51 -4.6095635424223176e+33 330195550.55515397 2.1588608371379346e+20 4056.1764826002318 0.35095820313045484 8.9170533687344256e+17 " " c 2.1525411370561822
-6370715633.9683037 3.3031856702806679 -7.6215310552139664e+51 -4.5810362981882483e+33 330494577.65380538 2.1630714182377875e+20 4059.3144773693375 0.35095582365911621 8.9740908948434522e+17 " " c 2.1519603136554974
-6356955988.9705296 3.2888939720917074 -7.5959398546538557e+51 -4.5526101104904066e+33 330793038.40034753 2.1672772689175881e+20 4062.4415183997912 0.35095345577840098 9.0312996396335898e+17 " " c 2.1513799661888862
-6343196343.9727554 3.2746530816731503 -7.5702773463274469e+51 -4.5242849794478958e+33 331090931.70390624 2.1714783501611011e+20 4065.5576134803246 0.35095109942956748 9.0886786623920422e+17 " " c 2.1508000996331429
-6329436698.9749813 3.260462998249702 -7.5445442075622574e+51 -4.4960609035186578e+33 331388256.47535914 2.1756746230141603e+20 4068.6627705452161 0.35094875455426977 9.1462270119607642e+17 " " c 2.1502207189715348
-6315677053.9772072 3.2463237202130317 -7.5187411219764332e+51 -4.4679378795037207e+33 331685011.62731838 2.1798660485848364e+20 4071.7569976734017 0.35094642109455437 9.2039437267612109e+17 " " c 2.1496418291927353
-6301917408.9794331 3.2322352451239138 -7.492868779434733e+51 -4.439915902551465e+33 331981196.07411301 2.1840525880435953e+20 4074.8403030875802 0.35094409899285778 9.2618278348197926e+17 " " c 2.1490634352902518
-6288157763.9816589 3.2181975697143876 -7.4669278760037833e+51 -4.4119949661619175e+33 332276808.73177135 2.1882342026234508e+20 4077.9126951533167 0.35094178819200389 9.3198783537934515e+17 " " c 2.1484855422652624
-6274398118.9838848 3.2042106898899263 -7.4409191139066115e+51 -4.3841750621910634e+33 332571848.51800269 2.1924108536201065e+20 4080.9741823781492 0.35093948863520086 9.3780942909961114e+17 " " c 2.1479081551220367
-6260638473.9861107 3.1902746007316143 -7.4148432014764614e+51 -4.3564561808551814e+33 332866314.35217911 2.1965825023920921e+20 4084.0247734106742 0.35093720026603886 9.4364746434254528e+17 " " c 2.1473312788727235
-6246878828.9883366 3.1763892964983409 -7.3887008531098994e+51 -4.3288383107352006e+33 333160205.15531677 2.2007491103608894e+20 4087.0644770396411 0.35093492302848711 9.4950183977905587e+17 " " c 2.1467549185333858
-6233119183.9905624 3.1625547706289989 -7.3624927892192058e+51 -4.3013214387810793e+33 333453519.85005707 2.2049106390110519e+20 4090.0933021930418 0.35093265686689146 9.553724530539337e+17 " " c 2.1461790791264446
-6219359538.9927883 3.1487710157446984 -7.3362197361840715e+51 -4.2739055503162057e+33 333746257.36064744 2.209067049890315e+20 4093.1112579371893 0.35093040172597173 9.6125920078871245e+17 " " c 2.1456037656803559
-6205599893.9950142 3.135038023650988 -7.3098824263025966e+51 -4.2465906290418155e+33 334038416.61292183 2.2132183046096984e+20 4096.1183534758011 0.35092815755081902 9.6716197858456269e+17 " " c 2.1450289832280305
-6191840248.9972401 3.1213557853400884 -7.2834815977415956e+51 -4.2193766570414359e+33 334329996.53428108 2.2173643648436004e+20 4099.1145981490708 0.35092592428689323 9.7308068102520358e+17 " " c 2.1444547368089153
-6178080603.9994659 3.1077242909931342 -7.2570179944862196e+51 -4.1922636147853445e+33 334620996.05367273 2.2215051923298835e+20 4102.1000014327392 0.35092370188002059 9.790152016799113e+17 " " c 2.1438810314668713
-6164320959.0016918 3.0941435299824289 -7.2304923662889005e+51 -4.1652514811350517e+33 334911414.10157096 2.2256407488699512e+20 4105.0745729371629 0.35092149027639102 9.8496543310652723e+17 " " c 2.143307872252592
-6150561314.0039177 3.0806134908737066 -7.2039054686176153e+51 -4.1383402333478025e+33 335201249.60995567 2.2297709963288166e+20 4108.0383224063753 0.35091928942255574 9.9093126685454861e+17 " " c 2.1427352642216229
-6136801669.0061436 3.0671341614284042 -7.1772580626034916e+51 -4.111529847081096e+33 335490501.51229173 2.2338958966351636e+20 4110.9912597171451 0.3509170992654248 9.9691259346824474e+17 " " c 2.1421632124347054
-6123042024.0083694 3.0537055286059456 -7.150550914987742e+51 -4.0848202963972264e+33 335779168.74350768 2.2380154117813967e+20 4113.9333948780331 0.35091491975226446 1.0029093024898332e+18 " " c 2.14159172195839
-6109282379.0105953 3.0403275785660329 -7.1237847980679502e+51 -4.0582115537678397e+33 336067250.23997432 2.2421295038236852e+20 4116.864738028441 0.35091275083069506 1.0089212824626766e+18 " " c 2.1410207978653912
-6095522734.0128212 3.0270002966709475 -7.0969604896437004e+51 -4.0317035900785146e+33 336354744.93948269 2.246238134881997e+20 4119.7852994376617 0.35091059244868833 1.0149484209345624e+18 " " c 2.1404504452329229
-6081763089.0150471 3.0137236674878607 -7.070078772961571e+51 -4.0052963746333548e+33 336641651.78122205 2.2503412671401234e+20 4122.695089503919 0.35090844455456521 1.0209906044609903e+18 " " c 2.13988066914371
-6068003444.0172729 3.0004976747911543 -7.0431404366594836e+51 -3.9789898751596063e+33 336927969.70575738 2.2544388628456964e+20 4125.5941187534072 0.35090630709699333 1.0270477186085166e+18 " " c 2.1393114746866155
-6054243799.0194988 2.9873223015647499 -7.0161462747104252e+51 -3.9527840578122876e+33 337213697.65500653 2.2585308843101952e+20 4128.4823978393297 0.35090418002498491 1.033119647958143e+18 " " c 2.1387428669551687
-6040484154.0217247 2.9741975300044441 -6.9890970863655467e+51 -3.9266788871788394e+33 337498834.57221723 2.2626172939089458e+20 4131.3599375409212 0.35090206328789419 1.0392062761087503e+18 " " c 2.1381748510491949
-6026724509.0239506 2.9611233415202571 -6.9619936760966385e+51 -3.9006743262837921e+33 337783379.40194345 2.26669805408111e+20 4134.2267487624922 0.35089995683541531 1.0453074856805468e+18 " " c 2.1376074320732155
-6012964864.0261765 2.9480997167387883 -6.9348368535380003e+51 -3.8747703365934498e+33 338067331.09002173 2.2707731273296658e+20 4137.0828425324335 0.35089786061757977 1.0514231583186003e+18 " " c 2.1370406151371628
-5999205219.0284023 2.9351266355055756 -6.9076274334277058e+51 -3.8489668780205905e+33 338350688.58354717 2.2748424762213791e+20 4139.928230002246 0.35089577458475468 1.0575531746963668e+18 " " c 2.1364744053572555
-5985445574.0306282 2.9222040768874735 -6.8803662355482622e+51 -3.8232639089291852e+33 338633450.83084869 2.2789060633867652e+20 4142.7629224455613 0.35089369868763998 1.0636974145192927e+18 " " c 2.1359088078551181
-5971685929.0328541 2.9093320191750278 -6.853054084666689e+51 -3.79766138613913e+33 338915616.7814644 2.2829638515200426e+20 4145.5869312571422 0.3508916328772666 1.0698557565284109e+18 " " c 2.135343827755952
-5957926284.03508 2.8965104398848647 -6.8256918104740041e+51 -3.772159264930996e+33 339197185.38611645 2.2870158033790747e+20 4148.4002679519008 0.35088957710499402 1.0760280785040337e+18 " " c 2.1347794701923872
-5944166639.0373058 2.8837393157620896 -6.7982802475241385e+51 -3.7467574990507964e+33 339478155.59668541 2.2910618817853047e+20 4151.2029441638942 0.35088753132250838 1.082214257269429e+18 " " c 2.1342157403018795
-5930406994.0395317 2.871018622782687 -6.7708202351722756e+51 -3.7214560407147648e+33 339758526.36618447 2.2951020496236806e+20 4153.9949716453339 0.35088549548181996 1.088414168694562e+18 " " c 2.1336526432275993
-5916647349.0417576 2.8583483361559345 -6.7433126175126306e+51 -3.6962548406141538e+33 340038296.64873308 2.299136269842569e+20 4156.7763622655784 0.35088346953526139 1.0946276876998499e+18 " " c 2.1330901841167313
-5902887704.0439835 2.8457284303268202 -6.7157582433156755e+51 -3.6711538479200455e+33 340317465.39953053 2.3031645054536604e+20 4159.5471280101247 0.35088145343548532 1.1008546882599805e+18 " " c 2.1325283681238623
-5889128059.0462093 2.8331588789784696 -6.6881579659648064e+51 -3.6461530102881768e+33 340596031.57482874 2.3071867195318652e+20 4162.3072809796004 0.3508794471354626 1.1070950434077275e+18 " " c 2.131967200407975
